40920	8.326976	0.953952	2
14488	7.153469	1.673904	1
26052	1.441871	0.805124	0
75136	13.147394	0.428964	0
38344	1.669788	0.134296	0
72993	10.141740	1.032955	0
35948	6.830792	1.213192	2
42666	13.276369	0.543880	2
67497	8.631577	0.749278	0
35483	12.273169	1.508053	2
50242	3.723498	0.831917	0
63275	8.385879	1.669485	0
5569	4.875435	0.728658	1
51052	4.680098	0.625224	0
77372	15.299570	0.331351	0
43673	1.889461	0.191283	0
61364	7.516754	1.269164	0
69673	14.239195	0.261333	0
15669	0.000000	1.250185	1
28488	10.528555	1.304844	2
6487	3.540265	0.822483	1
37708	2.991551	0.833920	0
22620	5.297865	0.638306	1
28782	6.593803	0.187108	2
19739	2.816760	1.686209	1
36788	12.458258	0.649617	2
5741	0.000000	1.656418	1
28567	9.968648	0.731232	2
6808	1.364838	0.640103	1
41611	0.230453	1.151996	0
36661	11.865402	0.882810	2
43605	0.120460	1.352013	0
15360	8.545204	1.340429	2
63796	5.856649	0.160006	0
10743	9.665618	0.778626	1
70808	9.778763	1.084103	0
72011	4.932976	0.632026	0
5914	2.216246	0.587095	1
14851	14.305636	0.632317	2
33553	12.591889	0.686581	2
44952	3.424649	1.004504	0
17934	0.000000	0.147573	1
27738	8.533823	0.205324	2
29290	9.829528	0.238620	2
42330	11.492186	0.263499	2
36429	3.570968	0.832254	0
39623	1.771228	0.207612	0
32404	3.513921	0.991854	0
27268	4.398172	0.975024	0
5477	4.276823	1.174874	1
14254	5.946014	1.614244	1
68613	13.798970	0.724375	0
41539	10.393591	1.663724	2
7917	3.007577	0.297302	1
21331	1.031938	0.486174	1
8338	4.751212	0.064693	1
5176	3.692269	1.655113	1
18983	10.448091	0.267652	2
68837	10.585786	0.329557	0
13438	1.604501	0.069064	1
48849	3.679497	0.961466	0
12285	3.795146	0.696694	1
7826	2.531885	1.659173	1
5565	9.733340	0.977746	1
10346	6.093067	1.413798	1
1823	7.712960	1.054927	1
9744	11.470364	0.760461	2
16857	2.886529	0.934416	1
39336	10.054373	1.138351	2
65230	9.972470	0.881876	0
2463	2.335785	1.366145	1
27353	11.375155	1.528626	2
16191	0.000000	0.605619	1
12258	4.126787	0.357501	1
42377	6.319522	1.058602	0
25607	8.680527	0.086955	2
77450	14.856391	1.129823	0
58732	2.454285	0.222380	0
46426	7.292202	0.548607	2
32688	8.745137	0.857348	2
64890	8.579001	0.683048	0
8554	2.507302	0.869177	1
28861	11.415476	1.505466	2
42050	4.838540	1.680892	0
32193	10.339507	0.583646	2
64895	6.573742	1.151433	0
2355	6.539397	0.462065	1
0	2.209159	0.723567	1
70406	11.196378	0.836326	0
57399	4.229595	0.128253	0
41732	9.505944	0.005273	2
11429	8.652725	1.348934	2
75270	17.101108	0.490712	0
5459	7.871839	0.717662	1
73520	8.262131	1.361646	0
40279	9.015635	1.658555	2
21540	9.215351	0.806762	2
17694	6.375007	0.033678	1
22329	2.262014	1.022169	0
46570	5.677110	0.709469	0
42403	11.293017	0.207976	2
33654	6.590043	1.353117	0
9171	4.711960	0.194167	1
28122	8.768099	1.108041	2
34095	11.502519	0.545097	2
1774	4.682812	0.578112	1
40131	12.446578	0.300754	2
13994	12.908384	1.657722	2
77064	12.601108	0.974527	0
11210	3.929456	0.025466	1
6122	9.751503	1.182050	2
15341	3.043767	0.888168	1
44373	4.391522	0.807100	0
28454	11.695276	0.679015	2
63771	7.879742	0.154263	0
9217	5.613163	0.933632	1
69076	9.140172	0.851300	0
24489	4.258644	0.206892	0
16871	6.799831	1.221171	1
39776	8.752758	0.484418	2
5901	1.123033	1.180352	1
40987	10.833248	1.585426	2
7479	3.051618	0.026781	1
38768	5.308409	0.030683	2
4933	1.841792	0.028099	1
32311	2.261978	1.605603	0
26501	11.573696	1.061347	2
37433	8.038764	1.083910	2
23503	10.734007	0.103715	2
68607	9.661909	0.350772	0
27742	9.005850	0.548737	2
11303	0.000000	0.539131	1
0	5.757140	1.062373	1
32729	9.164656	1.624565	2
24619	1.318340	1.436243	0
42414	14.075597	0.695934	2
20210	10.107550	1.308398	2
33225	7.960293	1.219760	2
54483	6.317292	0.018209	0
18475	12.664194	0.595653	2
33926	2.906644	0.581657	0
43865	2.388241	0.913938	0
26547	6.024471	0.486215	2
44404	7.226764	1.255329	2
16674	4.183997	1.275290	1
8123	11.850211	1.096981	2
42747	11.661797	1.167935	2
56054	3.574967	0.494666	0
10933	0.000000	0.107475	1
18121	7.937657	0.904799	2
11272	3.365027	1.014085	1
16297	0.000000	0.367491	1
28168	13.860672	1.293270	2
40963	10.306714	1.211594	2
31685	7.228002	0.670670	2
55164	4.508740	1.036192	0
17595	0.366328	0.163652	1
1862	3.299444	0.575152	1
57087	0.573287	0.607915	0
63082	9.183738	0.012280	0
51213	7.842646	1.060636	2
6487	4.750964	0.558240	1
4805	11.438702	1.556334	2
30302	8.243063	1.122768	2
68680	7.949017	0.271865	0
17591	7.875477	0.227085	1
74391	9.569087	0.364856	0
37217	7.750103	0.869094	2
42814	0.000000	1.515293	0
14738	3.396030	0.633977	1
19896	11.916091	0.025294	2
14673	0.460758	0.689586	1
32011	13.087566	0.476002	2
58736	4.589016	1.672600	0
54744	8.397217	1.534103	0
29482	5.562772	1.689388	0
27698	10.905159	0.619091	2
11443	1.311441	1.169887	1
56117	10.647170	0.980141	2
39514	0.000000	0.481918	0
26627	8.503025	0.830861	2
16525	0.436880	1.395314	1
24368	6.127867	1.102179	0
22160	12.112492	0.359680	2
6030	1.264968	1.141582	1
6468	6.067568	1.327047	1
22945	8.010964	1.681648	2
18520	3.791084	0.304072	1
34914	11.773195	1.262621	2
6121	8.339588	1.443357	1
38063	2.563092	1.464013	0
23410	5.954216	0.953782	0
35073	9.288374	0.767318	2
52914	3.976796	1.043109	0
16801	8.585227	1.455708	2
9533	1.271946	0.796506	1
16721	0.000000	0.242778	1
5832	0.000000	0.089749	1
44591	11.521298	0.300860	2
10143	1.139447	0.415373	1
21609	5.699090	1.391892	1
23817	2.449378	1.322560	0
15640	0.000000	1.228380	1
8847	3.168365	0.053993	1
50939	10.428610	1.126257	2
28521	2.943070	1.446816	0
32901	10.441348	0.975283	2
42850	12.478764	1.628726	2
13499	5.856902	0.363883	1
40345	2.476420	0.096075	0
43547	1.826637	0.811457	0
70758	4.324451	0.328235	0
19780	1.376085	1.178359	1
44484	5.342462	0.394527	0
54462	11.835521	0.693301	2
20085	12.423687	1.424264	2
42291	12.161273	0.071131	2
47550	8.148360	1.649194	2
11938	1.531067	1.549756	1
40699	3.200912	0.309679	0
70908	8.862691	0.530506	0
73989	6.370551	0.369350	0
11872	2.468841	0.145060	1
48463	11.054212	0.141508	2
15987	2.037080	0.715243	1
70036	13.364030	0.549972	0
32967	10.249135	0.192735	2
63249	10.464252	1.669767	0
42795	9.424574	0.013725	2
14459	4.458902	0.268444	1
19973	0.000000	0.575976	1
5494	9.686082	1.029808	2
67902	13.649402	1.052618	0
25621	13.181148	0.273014	2
27545	3.877472	0.401600	0
58656	1.413952	0.451380	0
7327	4.248986	1.430249	1
64555	8.779183	0.845947	0
8998	4.156252	0.097109	1
11752	5.580018	0.158401	1
76319	15.040440	1.366898	0
27665	12.793870	1.307323	2
67417	3.254877	0.669546	0
21808	10.725607	0.588588	2
15326	8.256473	0.765891	1
20057	8.033892	1.618562	2
79341	10.702532	0.204792	0
15636	5.062996	1.132555	1
35602	10.772286	0.668721	2
28544	1.892354	0.837028	0
57663	1.019966	0.372320	0
78727	15.546043	0.729742	0
68255	11.638205	0.409125	0
14964	3.427886	0.975616	1
21835	11.246174	1.475586	2
7487	0.000000	0.645045	1
8700	0.000000	1.424017	1
26226	8.242553	0.279069	2
65899	8.700060	0.101807	0
6543	0.812344	0.260334	1
46556	2.448235	1.176829	0
71038	13.230078	0.616147	0
47657	0.236133	0.340840	0
19600	11.155826	0.335131	2
37422	11.029636	0.505769	2
1363	2.901181	1.646633	1
26535	3.924594	1.143120	0
47707	2.524806	1.292848	0
38055	3.527474	1.449158	0
6286	3.384281	0.889268	1
10747	0.000000	1.107592	1
44883	11.898890	0.406441	2
56823	3.529892	1.375844	0
68086	11.442677	0.696919	0
70242	10.308145	0.422722	0
11409	8.540529	0.727373	1
67671	7.156949	1.691682	0
61238	0.720675	0.847574	0
17774	0.229405	1.038603	1
53376	3.399331	0.077501	0
30930	6.157239	0.580133	0
28987	1.239698	0.719989	0
13655	6.036854	0.016548	1
7227	5.258665	0.933722	1
40409	12.393001	1.571281	2
13605	9.627613	0.935842	1
26400	11.130453	0.597610	2
13491	8.842595	0.349768	2
30232	10.690010	1.456595	2
43253	5.714718	1.674780	2
55536	3.052505	1.335804	0
8807	0.000000	0.059025	1
25783	9.945307	1.287952	2
22812	2.719723	1.142148	0
77826	11.154055	1.608486	0
38172	2.687918	0.660836	0
31676	10.037847	0.962245	2
74038	12.404762	1.112080	0
44738	10.237305	0.633422	2
17410	4.745392	0.662520	1
5688	4.639461	1.569431	1
36642	3.149310	0.639669	0
29956	13.406875	1.639194	2
60350	6.068668	0.881241	0
23758	9.477022	0.899002	2
25780	3.897620	0.560201	1
11342	5.463615	1.203677	1
36109	3.369267	1.575043	0
14292	5.234562	0.825954	1
11160	0.000000	0.722170	1
23762	12.979069	0.504068	2
39567	5.376564	0.557476	0
25647	13.527910	1.586732	2
14814	2.196889	0.784587	1
73590	10.691748	0.007509	0
35187	1.659242	0.447066	0
49459	8.369667	0.656697	2
31657	13.157197	0.143248	2
6259	8.199667	0.908508	1
33101	4.441669	0.439381	2
27107	9.846492	0.644523	2
17824	0.019540	0.977949	1
43536	8.253774	0.748700	2
67705	6.038620	1.509646	0
35283	6.091587	1.694641	2
71308	8.986820	1.225165	0
31054	11.508473	1.624296	2
52387	8.807734	0.713922	2
40328	0.000000	0.816676	0
34844	8.889202	1.665414	2
11607	3.178117	0.542752	1
64306	7.013795	0.139909	0
32721	9.605014	0.065254	2
33170	1.230540	1.331674	0
37192	10.412811	0.890803	2
13089	0.000000	0.567161	1
66491	9.699991	0.122011	0
15941	0.000000	0.061191	1
4272	4.455293	0.272135	1
48812	3.020977	1.502803	0
28818	8.099278	0.216317	2
35394	1.157764	1.603217	0
71791	10.105396	0.121067	0
40668	11.230148	0.408603	2
39580	9.070058	0.011379	2
11786	0.566460	0.478837	1
19251	0.000000	0.487300	1
56594	8.956369	1.193484	2
54495	1.523057	0.620528	0
11844	2.749006	0.169855	1
45465	9.235393	0.188350	2
31033	10.555573	0.403927	2
16633	6.956372	1.519308	1
13887	0.636281	1.273984	1
52603	3.574737	0.075163	0
72000	9.032486	1.461809	0
68497	5.958993	0.023012	0
35135	2.435300	1.211744	0
26397	10.539731	1.638248	2
7313	7.646702	0.056513	1
91273	20.919349	0.644571	0
24743	1.424726	0.838447	0
31690	6.748663	0.890223	2
15432	2.289167	0.114881	1
58394	5.548377	0.402238	0
33962	6.057227	0.432666	0
31442	10.828595	0.559955	2
31044	11.318160	0.271094	2
29938	13.265311	0.633903	2
9875	0.000000	1.496715	1
51542	6.517133	0.402519	2
11878	4.934374	1.520028	1
69241	10.151738	0.896433	0
37776	2.425781	1.559467	0
68997	9.778962	1.195498	0
67416	12.219950	0.657677	0
59225	7.394151	0.954434	0
29138	8.518535	0.742546	2
5962	2.798700	0.662632	1
10847	0.637930	0.617373	1
70527	10.750490	0.097415	0
9610	0.625382	0.140969	1
64734	10.027968	0.282787	0
25941	9.817347	0.364197	2
2763	0.646828	1.266069	1
55601	3.347111	0.914294	0
31128	11.816892	0.193798	2
5181	0.000000	1.480198	1
69982	10.945666	0.993219	0
52440	10.244706	0.280539	2
57350	2.579801	1.149172	0
57869	2.630410	0.098869	0
56557	11.746200	1.695517	2
42342	8.104232	1.326277	2
15560	12.409743	0.790295	2
34826	12.167844	1.328086	2
8569	3.198408	0.299287	1
77623	16.055513	0.541052	0
78184	7.138659	0.158481	0
7036	4.831041	0.761419	1
69616	10.082890	1.373611	0
21546	10.066867	0.788470	2
36715	8.129538	0.329913	2
20522	3.012463	1.138108	1
42349	3.720391	0.845974	0
9037	0.773493	1.148256	1
26728	10.962941	1.037324	2
587	0.177621	0.162614	1
48915	3.085853	0.967899	0
9824	8.426781	0.202558	1
4135	1.825927	1.128347	1
9666	2.185155	1.010173	1
59333	7.184595	1.261338	0
36198	0.000000	0.116525	0
34909	8.901752	1.033527	2
47516	2.451497	1.358795	0
55807	3.213631	0.432044	0
14036	3.974739	0.723929	1
42856	9.601306	0.619232	2
64007	8.363897	0.445341	0
59428	6.381484	1.365019	0
13730	0.000000	1.403914	1
41740	9.609836	1.438105	2
63546	9.904741	0.985862	0
30417	7.185807	1.489102	2
69636	5.466703	1.216571	0
64660	0.000000	0.915898	0
14883	4.575443	0.535671	1
7965	3.277076	1.010868	1
68620	10.246623	1.239634	0
8738	2.341735	1.060235	1
7544	3.201046	0.498843	1
6377	6.066013	0.120927	1
36842	8.829379	0.895657	2
81046	15.833048	1.568245	0
67736	13.516711	1.220153	0
32492	0.664284	1.116755	0
39299	6.325139	0.605109	2
